,reportDate,dj_id,icb_sectorl1,icb_sectorl3,vol,is_selected
721,2023-06-05,435435,55,552010,0.265228681274385,Y
722,2023-06-05,512907,20,201010,0.366104715636367,N
723,2023-06-05,435209,20,201010,0.301505494429559,N
717,2023-06-05,458260,50,502040,0.254767682590523,Y
672,2023-06-05,XXXXX3,60,601010,0.334618081126659,N
671,2023-06-05,713083,50,502020,0.374705623526727,N
670,2023-06-05,463841,15,151010,0.282553589234934,N
619,2023-06-05,490541,60,601010,0.299302975077236,N
620,2023-06-05,487563,10,101010,0.236511149073467,Y
621,2023-06-05,489108,50,502030,0.538498750539191,N
622,2023-06-05,416279,50,502010,0.263888437904976,Y
623,2023-06-05,B01BN5,65,651010,0.234643827772846,Y
624,2023-06-05,753851,60,601010,0.429301976195205,N
618,2023-06-05,587183,40,402030,0.453392275289463,N
625,2023-06-05,599933,50,502050,0.549206048500546,N
627,2023-06-05,465940,15,151020,0.426367569286465,N
628,2023-06-05,B1JB4K,55,552010,0.25453070356478,Y
629,2023-06-05,507267,55,551010,0.327399513117875,N
630,2023-06-05,477670,10,101020,0.381087701588211,N
631,2023-06-05,482110,55,552010,0.303163617510777,N
632,2023-06-05,482030,30,302020,0.376041073122809,N
626,2023-06-05,488082,15,151020,0.218201434614314,Y
633,2023-06-05,481830,40,405010,0.22826675652846,Y
617,2023-06-05,491062,20,201030,0.249242738961118,Y
615,2023-06-05,491134,35,351020,0.409905433880241,N
601,2023-06-05,496960,50,501010,0.32581965111505,N
602,2023-06-05,588171,30,302020,0.269146321308724,N
603,2023-06-05,452518,50,502040,0.377460201856115,N
604,2023-06-05,B11Y56,55,552010,0.440347022002481,N
605,2023-06-05,EG7,40,401010,0.345711898135569,N
606,2023-06-05,494340,55,551020,0.373543315036742,N
616,2023-06-05,400500,55,552010,0.315812683660243,N
607,2023-06-05,430230,40,403010,0.237738705924973,Y
609,2023-06-05,481808,50,501010,0.205433038076301,Y
610,2023-06-05,466160,65,651010,0.367861827949999,N
611,2023-06-05,EF2,65,651020,0.277587819253174,N
612,2023-06-05,492624,40,401010,0.478423057999099,N
613,2023-06-05,505125,55,551010,0.248318915410561,Y
614,2023-06-05,423244,30,301010,0.400553264474953,N
608,2023-06-05,563828,45,451020,0.171140582805904,Y
634,2023-06-05,725147,60,601010,0.218676389694792,Y
635,2023-06-05,B1RR84,50,502030,0.347158843411798,N
636,2023-06-05,480710,50,502030,0.301324051553569,N
656,2023-06-05,573282,20,201020,0.214068898519482,Y
657,2023-06-05,506472,40,402040,0.396074326822833,N
658,2023-06-05,470774,40,403010,0.285108475205165,N
659,2023-06-05,B1W4V6,50,502020,0.296580875589641,N
660,2023-06-05,470384,40,402040,0.295873201956243,N
661,2023-06-05,469678,40,401010,0.336405327930463,N
655,2023-06-05,472370,50,502050,0.302806950401897,N
662,2023-06-05,468520,20,201020,0.418916934678015,N
664,2023-06-05,025881,40,405010,0.365243022306065,N
665,2023-06-05,B1FN8X,50,502040,0.361399632389248,N
666,2023-06-05,462220,20,201030,0.279265645343666,N
667,2023-06-05,465145,60,601010,0.38149070691286,N
668,2023-06-05,478184,30,301010,0.276968258390992,N
669,2023-06-05,548552,55,551020,0.393465421382535,N
663,2023-06-05,468232,45,451010,0.204576519218977,Y
654,2023-06-05,705339,20,201030,0.275079096299257,N
653,2023-06-05,672716,65,651010,0.212694523527203,Y
652,2023-06-05,307428,45,451010,0.307740380352196,N
637,2023-06-05,B00ZQQ,15,151010,0.346314807136765,N
638,2023-06-05,479213,40,402020,0.343050295789716,N
639,2023-06-05,479736,30,303020,0.411180379698475,N
640,2023-06-05,483410,50,502020,0.290758413460326,N
641,2023-06-05,476361,10,101010,0.236532913891115,Y
642,2023-06-05,477518,20,201030,0.237304439201318,Y
643,2023-06-05,477319,30,303020,0.199504512595003,Y
644,2023-06-05,476837,50,501010,0.326586251548824,N
645,2023-06-05,476776,50,502010,0.243939657326246,Y
646,2023-06-05,011517,40,405010,0.342824306986193,N
647,2023-06-05,473550,65,651020,0.266888235422157,Y
648,2023-06-05,533458,50,502010,0.43153061395885,N
649,2023-06-05,B1VP0K,50,502020,0.364817733559181,N
650,2023-06-05,473322,60,601010,0.322275858831337,N
651,2023-06-05,471279,40,401010,0.419022371778978,N
742,2023-06-05,524918,65,651010,0.218913881554651,Y
600,2023-06-05,497711,40,403010,0.214535764242232,Y
744,2023-06-05,492752,65,651020,0.254277123933895,Y
746,2023-06-05,511938,15,151020,0.16728271539154,Y
838,2023-06-05,ES406G,50,502030,0.267904596863116,Y
839,2023-06-05,DE4061,40,404010,0.579867940214977,N
840,2023-06-05,FR502D,50,502050,0.297366335691058,N
841,2023-06-05,ES502D,15,151020,0.321707741884618,N
842,2023-06-05,ES504F,50,502060,0.251908166148592,Y
843,2023-06-05,FR504F,50,501010,0.21328585620909,Y
837,2023-06-05,NL403F,30,303010,0.257250095005055,Y
844,2023-06-05,IT506M,15,151020,0.243372115190204,Y
846,2023-06-05,FR506H,50,502010,0.285523344239911,N
847,2023-06-05,DE50B7,10,101010,0.290271763602301,N
848,2023-06-05,DE50C8,55,552010,0.385490277971806,N
849,2023-06-05,FR509K,30,302020,0.313318868033742,N
850,2023-06-05,IT509P,40,401010,0.23426136574867,Y
851,2023-06-05,IT602J,30,303010,0.268574904424405,Y
845,2023-06-05,DE5084,20,201020,0.481667037828895,N
852,2023-06-05,NL602G,30,301010,0.338506316565727,N
836,2023-06-05,IT404J,30,301010,0.383581851036322,N
834,2023-06-05,NL402E,55,552010,0.302452454216169,N
820,2023-06-05,FR103A,20,201020,0.343423667604037,N
821,2023-06-05,IT201E,40,402040,0.359289983810568,N
822,2023-06-05,DE2081,30,303020,0.230615355413771,Y
823,2023-06-05,DE2092,15,151020,0.266271205834273,Y
824,2023-06-05,DE301V,35,351010,0.436164650551495,N
825,2023-06-05,DE305Z,55,552010,0.313203156691504,N
835,2023-06-05,FR407H,50,502050,0.365264428533564,N
826,2023-06-05,DE3060,50,502040,0.606450961920652,N
828,2023-06-05,NL301C,55,552010,0.444345795333405,N
829,2023-06-05,FI3022,50,502040,0.329918456337297,N
830,2023-06-05,FR402C,60,601010,0.302192369572135,N
831,2023-06-05,IT402H,40,402040,0.340813515822973,N
832,2023-06-05,FR405F,30,302020,0.246519559598026,Y
833,2023-06-05,ES403D,35,351020,0.279915974545774,N
827,2023-06-05,DE3082,35,351010,0.444882112134082,N
819,2023-06-05,DE1080,50,502020,0.371090512578105,N
853,2023-06-05,NL603H,50,501010,0.378286048523685,N
855,2023-06-05,ES604G,35,351020,0.321963794387504,N
874,2023-06-05,DE80DC,50,502060,0.357109545361894,N
875,2023-06-05,FR90ET,10,101020,0.455124509051868,N
876,2023-06-05,DE9066,65,651010,0.367800697139472,N
877,2023-06-05,IT90BV,50,502050,0.38593175195764,N
878,2023-06-05,NL901I,10,101010,0.480974730080936,N
879,2023-06-05,FR90FU,50,502030,0.297889051719515,N
873,2023-06-05,NL802I,50,502050,0.512643207086285,N
880,2023-06-05,FR90GV,40,405010,0.208429862338118,Y
882,2023-06-05,DE004V,60,601020,0.390238566072697,N
883,2023-06-05,FR106D,60,601010,0.378509410547232,N
884,2023-06-05,NL103C,50,502060,0.444476641480522,N
885,2023-06-05,NL106F,30,302010,0.529362772167345,N
887,2023-06-05,NL123E,40,403010,0.317141684588996,N
888,2023-06-05,BE11G7,50,502050,0.311421974463527,N
881,2023-06-05,NL002A,45,451010,0.213000473030476,Y
854,2023-06-05,NL604I,30,303020,0.249952939954536,Y
872,2023-06-05,FI8038,35,351010,0.410747090486123,N
870,2023-06-05,DE8054,10,101010,0.459796094477436,N
856,2023-06-05,NL606K,10,101010,0.735814484830152,N
857,2023-06-05,IT607O,65,651020,0.262811059532095,Y
858,2023-06-05,BE601W,45,451020,0.246659569374353,Y
859,2023-06-05,DE7020,20,201020,0.344137933988724,N
860,2023-06-05,FR702F,10,101010,0.299095493434428,N
861,2023-06-05,IT703L,10,101010,0.372764203773568,N
871,2023-06-05,DE8087,20,201020,0.303628075273226,N
862,2023-06-05,DE7042,40,402010,0.654424140027745,N
864,2023-06-05,DE7086,10,101010,0.384145911330404,N
865,2023-06-05,FR705I,20,201020,0.443289448319208,N
866,2023-06-05,AT701B,30,301010,0.335706971930264,N
867,2023-06-05,DE70DB,45,452010,0.633286024217749,N
868,2023-06-05,NL704J,10,101020,0.488446051126618,N
869,2023-06-05,BE8041,20,201030,0.325282761020342,N
863,2023-06-05,DE70A8,20,201030,0.463079261029409,N
818,2023-06-05,FR1018,10,101010,0.303015639361998,N
817,2023-06-05,IT102E,50,502040,0.349475447057237,N
816,2023-06-05,IT101D,20,201020,0.378120308157914,N
765,2023-06-05,457270,50,502060,0.213893121477648,Y
766,2023-06-05,413366,30,301010,0.304967894159084,N
767,2023-06-05,408522,40,401010,0.26380352879365,Y
768,2023-06-05,B01MJR,20,201020,0.265628588372905,Y
769,2023-06-05,408930,45,452010,0.184169441648301,Y
770,2023-06-05,407228,30,301010,0.331389183473786,N
764,2023-06-05,411515,50,501010,0.206949258053232,Y
771,2023-06-05,709538,30,301010,0.433861040962875,N
773,2023-06-05,550190,30,301010,0.336261227565024,N
774,2023-06-05,408530,20,201030,0.28335567048289,N
775,2023-06-05,408348,55,552010,0.322840028274071,N
776,2023-06-05,407141,30,301010,0.355762534578117,N
777,2023-06-05,007560,30,301010,0.424628763567053,N
778,2023-06-05,B019M6,30,302020,0.307167887538587,N
772,2023-06-05,737826,30,301010,0.395676170628929,N
779,2023-06-05,458887,30,303020,0.247262418670432,Y
763,2023-06-05,B28DTJ,50,502050,0.203892399475709,Y
761,2023-06-05,417754,45,452010,0.260622652901717,Y
747,2023-06-05,461785,50,502060,0.287560919106986,N
748,2023-06-05,702196,30,302020,0.210355056811195,Y
749,2023-06-05,426724,30,301010,0.396882661138733,N
750,2023-06-05,715672,45,451010,0.249134912704779,Y
751,2023-06-05,533004,10,101010,0.323277678238735,N
752,2023-06-05,425240,40,401010,0.326520965191774,N
762,2023-06-05,416343,10,101010,0.308062387138841,N
753,2023-06-05,424749,40,401010,0.302606183910912,N
755,2023-06-05,018270,50,501010,0.273565105400124,N
756,2023-06-05,726261,30,301010,0.269281867007552,N
757,2023-06-05,421342,30,301010,0.466985055116083,N
758,2023-06-05,143451,35,351020,0.287688799061197,N
759,2023-06-05,B03851,50,501010,0.204355673488328,Y
760,2023-06-05,419454,40,402040,0.268925689061766,Y
754,2023-06-05,EE009,30,301010,0.355134702795437,N
780,2023-06-05,405671,30,303020,0.235259243719015,Y
781,2023-06-05,546078,10,101020,0.392609042918445,N
782,2023-06-05,888051,10,101020,0.486065800371267,N
802,2023-06-05,549913,65,651010,0.30314243304773,N
803,2023-06-05,411609,30,301010,0.412960731823697,N
804,2023-06-05,422060,40,401010,0.419548196875632,N
805,2023-06-05,576920,50,501010,0.26048403601076,Y
806,2023-06-05,EG063,55,552010,0.289631403378311,N
807,2023-06-05,EF031,50,502050,0.19975620731024,Y
801,2023-06-05,513962,50,502020,0.343166678200437,N
808,2023-06-05,ES0017,10,101010,0.266483536439378,Y
810,2023-06-05,440044,40,401010,0.637913089609635,N
811,2023-06-05,IT002D,50,502040,0.32936192245547,N
812,2023-06-05,BE105V,35,351020,0.320478021326652,N
813,2023-06-05,BE107X,35,351020,0.276597216396766,N
814,2023-06-05,DE104W,40,403010,0.341065391110796,N
815,2023-06-05,IE102Z,45,451020,0.241510561511088,Y
809,2023-06-05,471310,40,404010,0.252498080880493,Y
800,2023-06-05,411232,40,405010,0.324172603239118,N
799,2023-06-05,755087,50,501010,0.18471727685597,Y
798,2023-06-05,533338,50,501010,0.200729137044292,Y
783,2023-06-05,B0Z5YZ,55,552010,0.322371599045626,N
784,2023-06-05,529525,55,551020,0.365446060913051,N
785,2023-06-05,475531,45,451010,0.210073043215742,Y
786,2023-06-05,714131,50,502040,0.291580067162733,N
787,2023-06-05,547497,50,502020,0.392869536712439,N
788,2023-06-05,001978,30,301010,0.38425901229086,N
789,2023-06-05,401632,30,303020,0.202814688622668,Y
790,2023-06-05,401190,55,552010,0.274664735023363,N
791,2023-06-05,546834,10,101020,0.454482232313601,N
792,2023-06-05,401140,55,552010,0.216478062554069,Y
793,2023-06-05,491603,40,405010,0.469042268280774,N
794,2023-06-05,401093,45,452010,0.199347572118576,Y
795,2023-06-05,400609,30,303010,0.327691021896642,N
796,2023-06-05,B164FY,50,502060,0.283755813839797,N
797,2023-06-05,403197,40,402040,0.43586901301768,N
745,2023-06-05,B234WN,20,201020,0.324730102451964,N
889,2023-06-05,DE14EA,50,502060,0.303251012850201,N
890,2023-06-05,DE20C5,40,401010,0.319541150514321,N
887,2023-09-02,NL123E,40,403010,0.296383745353524,N
691,2023-09-02,576162,55,552010,0.392129597454163,N
692,2023-09-02,447723,45,452010,0.235484550773316,Y
693,2023-09-02,B0R7JF,20,201030,0.248826544024451,N
694,2023-09-02,407683,30,301010,0.280488237080647,N
695,2023-09-02,448816,30,301010,0.297071835770896,N
696,2023-09-02,588950,10,101020,0.376524706469691,N
690,2023-09-02,449774,30,301010,0.284638298667547,N
697,2023-09-02,711131,40,404010,0.227549575940782,Y
699,2023-09-02,442464,65,651010,0.154172253945636,Y
700,2023-09-02,444747,50,502030,0.230701982298437,Y
701,2023-09-02,572670,40,402040,0.233343790921513,Y
702,2023-09-02,442990,50,501010,0.248465215538088,N
703,2023-09-02,441842,40,402040,0.278922704879121,N
704,2023-09-02,759800,65,651020,0.276562482645864,N
698,2023-09-02,445573,30,302020,0.230824364112024,Y
705,2023-09-02,442031,40,402020,0.142573293627099,Y
689,2023-09-02,049065,45,451020,0.213516386444602,Y
687,2023-09-02,449123,50,501010,0.422536496837842,N
673,2023-09-02,461075,30,303020,0.201181304633642,Y
674,2023-09-02,B09DHL,50,502010,0.257029764612017,N
675,2023-09-02,458836,40,401010,0.245076099462678,Y
676,2023-09-02,474184,20,201030,0.269754620761704,N
677,2023-09-02,457481,30,302020,0.238616072130924,Y
678,2023-09-02,454005,40,402040,0.266039038709495,N
688,2023-09-02,449000,45,452010,0.243618412113862,Y
679,2023-09-02,453770,40,405010,0.278651273897541,N
681,2023-09-02,B05M8B,55,552010,0.382807285950893,N
682,2023-09-02,453478,40,402040,0.230548871812013,Y
683,2023-09-02,453456,15,151020,0.14371966573409,Y
684,2023-09-02,424910,45,451020,0.278532502496633,N
685,2023-09-02,449667,50,502040,0.276627876449333,N
686,2023-09-02,556582,35,351020,0.299499450515162,N
680,2023-09-02,B11ZRK,50,502020,0.232944441171834,Y
706,2023-09-02,441920,45,451010,0.189469977842223,Y
707,2023-09-02,441930,45,451010,0.1979814067828,Y
708,2023-09-02,441870,50,501010,0.266170686186304,N
728,2023-09-02,400169,30,303010,0.267469596097934,N
729,2023-09-02,774563,35,351020,0.305200667095189,N
730,2023-09-02,437915,50,502010,0.29397404997364,N
731,2023-09-02,433560,40,401010,0.275558846992971,N
732,2023-09-02,432154,30,302020,0.245095272829118,Y
733,2023-09-02,430376,20,201020,0.245676976935986,Y
727,2023-09-02,557955,65,651010,0.351741137942224,N
734,2023-09-02,528983,30,301010,0.295528455048265,N
736,2023-09-02,579802,65,651010,0.222663491460386,Y
737,2023-09-02,431536,65,651010,0.229706477054934,Y
738,2023-09-02,738307,60,601010,0.197522279787254,Y
739,2023-09-02,570151,15,151020,0.146929768566418,Y
740,2023-09-02,B09M9F,65,651010,0.230634661131558,Y
741,2023-09-02,936469,50,501010,0.196968319512981,Y
735,2023-09-02,443639,60,601010,0.251630188962307,N
726,2023-09-02,517617,15,151020,0.154322018727132,Y
725,2023-09-02,582300,15,151020,0.190758262409149,Y
724,2023-09-02,435209,20,201010,0.287211150250659,N
709,2023-09-02,451180,30,303020,0.20394622685291,Y
710,2023-09-02,423932,50,501010,0.241404690106227,Y
711,2023-09-02,481775,30,301010,0.311962393355772,N
712,2023-09-02,EF024,50,502060,0.198803772502738,Y
713,2023-09-02,407023,45,451020,0.153671878231411,Y
714,2023-09-02,439155,30,302020,0.175557500583181,Y
715,2023-09-02,B01SPF,20,201030,0.432650604242957,N
716,2023-09-02,B1Y47Y,20,201020,0.341886033636028,N
717,2023-09-02,439180,35,351020,0.271523924726648,N
718,2023-09-02,458260,50,502040,0.232724108787077,Y
719,2023-09-02,B0C2CQ,65,651020,0.21376600271618,Y
720,2023-09-02,417986,65,651020,0.201656406751782,Y
721,2023-09-02,B1FW75,60,601010,0.306063912738324,N
722,2023-09-02,435435,55,552010,0.233018944004535,Y
723,2023-09-02,512907,20,201010,0.324473945477168,N
672,2023-09-02,XXXXX3,60,601010,0.336065725731939,N
742,2023-09-02,EL004,65,651010,0.268783746748688,N
671,2023-09-02,713083,50,502020,0.362669379867635,N
669,2023-09-02,548552,55,551020,0.373279697214569,N
618,2023-09-02,587183,40,402030,0.462330804730858,N
619,2023-09-02,490541,60,601010,0.262510466256909,N
620,2023-09-02,487563,10,101010,0.247928274454753,N
621,2023-09-02,489108,50,502030,0.480811634543647,N
622,2023-09-02,416279,50,502010,0.25353777130801,N
623,2023-09-02,B01BN5,65,651010,0.211046619651338,Y
617,2023-09-02,491062,20,201030,0.234299580499348,Y
624,2023-09-02,753851,60,601010,0.371030866193922,N
626,2023-09-02,488082,15,151020,0.224372458786272,Y
627,2023-09-02,465940,15,151020,0.390343524335774,N
628,2023-09-02,B1JB4K,55,552010,0.241803159435405,Y
629,2023-09-02,507267,55,551010,0.32909941143739,N
630,2023-09-02,477670,10,101020,0.370515032996759,N
631,2023-09-02,482110,55,552010,0.26649722819488,N
625,2023-09-02,599933,50,502050,0.583083267178229,N
632,2023-09-02,482030,30,302020,0.352942269651627,N
616,2023-09-02,400500,55,552010,0.273862769403598,N
614,2023-09-02,423244,30,301010,0.353188203566336,N
600,2023-09-02,497711,40,403010,0.199681956368489,Y
601,2023-09-02,496960,50,501010,0.284478807942785,N
602,2023-09-02,588171,30,302020,0.230559799274213,Y
603,2023-09-02,452518,50,502040,0.331771076031592,N
604,2023-09-02,B11Y56,55,552010,0.418589187074221,N
605,2023-09-02,EG7,40,401010,0.29687987667446,N
615,2023-09-02,491134,35,351020,0.375121062389971,N
606,2023-09-02,494340,55,551020,0.303316736871102,N
608,2023-09-02,563828,45,451020,0.177639491925515,Y
609,2023-09-02,481808,50,501010,0.18899570551107,Y
610,2023-09-02,466160,65,651010,0.336099676962505,N
611,2023-09-02,EF2,65,651020,0.233944704961574,Y
612,2023-09-02,492624,40,401010,0.418157277464601,N
613,2023-09-02,505125,55,551010,0.235998910143855,Y
607,2023-09-02,430230,40,403010,0.217606619295391,Y
633,2023-09-02,481830,40,405010,0.20383819179389,Y
634,2023-09-02,725147,60,601010,0.21081676371437,Y
635,2023-09-02,B1RR84,50,502030,0.315403260792419,N
655,2023-09-02,472370,50,502050,0.274692286755794,N
656,2023-09-02,573282,20,201020,0.193561053354294,Y
657,2023-09-02,506472,40,402040,0.392050071593843,N
658,2023-09-02,470774,40,403010,0.247151841614781,N
659,2023-09-02,B1W4V6,50,502020,0.277546036841289,N
660,2023-09-02,470384,40,402040,0.292752104972643,N
654,2023-09-02,705339,20,201030,0.255923435288392,N
661,2023-09-02,469678,40,401010,0.286016530097985,N
663,2023-09-02,468232,45,451010,0.202632550587537,Y
664,2023-09-02,025881,40,405010,0.326282512699818,N
665,2023-09-02,B1FN8X,50,502040,0.320515533911854,N
666,2023-09-02,462220,20,201030,0.259678579266655,N
667,2023-09-02,465145,60,601010,0.344923040887397,N
668,2023-09-02,478184,30,301010,0.253548925885783,N
662,2023-09-02,468520,20,201020,0.383600431791039,N
653,2023-09-02,672716,65,651010,0.191712438447806,Y
652,2023-09-02,307428,45,451010,0.290598019546722,N
651,2023-09-02,471279,40,401010,0.354858855310256,N
636,2023-09-02,480710,50,502030,0.270090109733946,N
637,2023-09-02,B00ZQQ,15,151010,0.39733977864318,N
638,2023-09-02,479213,40,402020,0.328046386383514,N
639,2023-09-02,479736,30,303020,0.337617171074263,N
640,2023-09-02,483410,50,502020,0.264545248632317,N
641,2023-09-02,476361,10,101010,0.220436288244088,Y
642,2023-09-02,477518,20,201030,0.204098243433172,Y
643,2023-09-02,477319,30,303020,0.189177113140348,Y
644,2023-09-02,476837,50,501010,0.285364906194608,N
645,2023-09-02,476776,50,502010,0.209691539366346,Y
646,2023-09-02,011517,40,405010,0.305805950593328,N
647,2023-09-02,473550,65,651020,0.224801111656389,Y
648,2023-09-02,533458,50,502010,0.365679924294785,N
649,2023-09-02,B1VP0K,50,502020,0.333414508761287,N
650,2023-09-02,473322,60,601010,0.273754234522556,N
670,2023-09-02,463841,15,151010,0.27303226762071,N
743,2023-09-02,524918,65,651010,0.202303549344718,Y
889,2023-09-02,DE14EA,50,502060,0.263247327839963,N
744,2023-09-02,401225,50,502010,0.235761038240384,Y
837,2023-09-02,NL403F,30,303010,0.243823056106613,Y
838,2023-09-02,ES406G,50,502030,0.255146192502848,N
839,2023-09-02,DE4061,40,404010,0.506979745684659,N
840,2023-09-02,FR502D,50,502050,0.267896985581397,N
841,2023-09-02,ES502D,15,151020,0.286192020059101,N
842,2023-09-02,ES504F,50,502060,0.228683818679476,Y
836,2023-09-02,IT404J,30,301010,0.354760494787956,N
843,2023-09-02,FR504F,50,501010,0.19571422544337,Y
845,2023-09-02,DE5084,20,201020,0.490816396999493,N
846,2023-09-02,FR506H,50,502010,0.278927779603247,N
847,2023-09-02,DE50B7,10,101010,0.272373881419467,N
848,2023-09-02,DE50C8,55,552010,0.368853391136993,N
849,2023-09-02,FR509K,30,302020,0.293260347276989,N
850,2023-09-02,IT509P,40,401010,0.211224838866523,Y
844,2023-09-02,IT506M,15,151020,0.223144487999066,Y
851,2023-09-02,IT602J,30,303010,0.223843515572045,Y
835,2023-09-02,FR407H,50,502050,0.314852121852471,N
833,2023-09-02,ES403D,35,351020,0.254347547376987,N
819,2023-09-02,FR1018,10,101010,0.284764091688355,N
820,2023-09-02,DE1080,50,502020,0.3524709394559,N
821,2023-09-02,FR103A,20,201020,0.321679758190319,N
822,2023-09-02,IT201E,40,402040,0.348231174128397,N
823,2023-09-02,DE2081,30,303020,0.205830019873131,Y
824,2023-09-02,DE301V,35,351010,0.44521907964638,N
834,2023-09-02,NL402E,55,552010,0.28424642032971,N
825,2023-09-02,DE305Z,55,552010,0.271702875706346,N
827,2023-09-02,DE3082,35,351010,0.443516198264384,N
828,2023-09-02,NL301C,55,552010,0.407866367244258,N
829,2023-09-02,FI3022,50,502040,0.31248856311108,N
830,2023-09-02,FR402C,60,601010,0.307646094480669,N
831,2023-09-02,IT402H,40,402040,0.306864044821319,N
832,2023-09-02,FR405F,30,302020,0.246372365835699,Y
826,2023-09-02,DE3060,50,502040,0.574562511771448,N
852,2023-09-02,NL602G,30,301010,0.317311200943946,N
853,2023-09-02,NL603H,50,501010,0.338073313338057,N
854,2023-09-02,NL604I,30,303020,0.220615998577895,Y
874,2023-09-02,DE80DC,50,502060,0.306637371153348,N
875,2023-09-02,FR90ET,10,101020,0.423638811535546,N
876,2023-09-02,DE9066,65,651010,0.327859345755533,N
877,2023-09-02,IT90BV,50,502050,0.336684558578557,N
878,2023-09-02,NL901I,10,101010,0.435476562751799,N
879,2023-09-02,DE90HH,10,101010,0.41155156743042,N
873,2023-09-02,NL802I,50,502050,0.675877802618248,N
880,2023-09-02,FR90FU,50,502030,0.281813223697047,N
882,2023-09-02,NL002A,45,451010,0.168025030263646,Y
883,2023-09-02,DE004V,60,601020,0.586199509672455,N
884,2023-09-02,FR106D,60,601010,0.342298064129963,N
885,2023-09-02,NL103C,50,502060,0.363452017961746,N
886,2023-09-02,NL106F,30,302010,0.475546655632605,N
890,2023-09-02,DE20C5,40,401010,0.291367604490222,N
881,2023-09-02,FR90GV,40,405010,0.193713967771169,Y
872,2023-09-02,FI8038,35,351010,0.385378229394858,N
871,2023-09-02,DE8087,20,201020,0.279566140844393,N
870,2023-09-02,DE8054,10,101010,0.427758294647977,N
855,2023-09-02,ES604G,35,351020,0.308137408784613,N
856,2023-09-02,NL606K,10,101010,0.565138666825254,N
857,2023-09-02,IT607O,65,651020,0.23176541122074,Y
858,2023-09-02,BE601W,45,451020,0.232488602494885,Y
859,2023-09-02,DE7020,20,201020,0.3240177177736,N
860,2023-09-02,FR702F,10,101010,0.296591329983481,N
861,2023-09-02,IT703L,10,101010,0.347558083623608,N
862,2023-09-02,DE7042,40,402010,0.574408276154921,N
863,2023-09-02,DE70A8,20,201030,0.446521733080035,N
864,2023-09-02,DE7086,10,101010,0.338601095132111,N
865,2023-09-02,FR705I,20,201020,0.468990063744269,N
866,2023-09-02,AT701B,30,301010,0.31973108910155,N
867,2023-09-02,DE70DB,45,452010,0.603424842160437,N
868,2023-09-02,NL704J,10,101020,0.435409504838052,N
869,2023-09-02,BE8041,20,201030,0.406248022811972,N
818,2023-09-02,IT102E,50,502040,0.308394613781432,N
817,2023-09-02,IT101D,20,201020,0.324564375438136,N
816,2023-09-02,IE102Z,45,451020,0.206603853494183,Y
815,2023-09-02,DE104W,40,403010,0.340667284883319,N
764,2023-09-02,B28DTJ,50,502050,0.188783891928868,Y
765,2023-09-02,411515,50,501010,0.203333725016551,Y
766,2023-09-02,457270,50,502060,0.209190974219264,Y
767,2023-09-02,413366,30,301010,0.285288347557861,N
768,2023-09-02,408522,40,401010,0.235426755655571,Y
769,2023-09-02,B01MJR,20,201020,0.234572063617703,Y
763,2023-09-02,491039,50,501010,0.240945418078158,Y
770,2023-09-02,408930,45,452010,0.162601822532977,Y
772,2023-09-02,709538,30,301010,0.381982871235479,N
773,2023-09-02,737826,30,301010,0.341295955538327,N
774,2023-09-02,550190,30,301010,0.297142888787994,N
775,2023-09-02,408530,20,201030,0.240382055792088,Y
776,2023-09-02,408348,55,552010,0.280220899263957,N
777,2023-09-02,407141,30,301010,0.307498441310687,N
771,2023-09-02,407228,30,301010,0.309617685873487,N
762,2023-09-02,416343,10,101010,0.299945261333591,N
761,2023-09-02,417754,45,452010,0.24367870761994,Y
760,2023-09-02,419454,40,402040,0.261300937756828,N
745,2023-09-02,492752,65,651020,0.209434130184291,Y
746,2023-09-02,B234WN,20,201020,0.298668591539052,N
747,2023-09-02,511938,15,151020,0.183181742599083,Y
748,2023-09-02,461785,50,502060,0.268466086444091,N
749,2023-09-02,702196,30,302020,0.20171684075665,Y
750,2023-09-02,426724,30,301010,0.354062799884732,N
751,2023-09-02,715672,45,451010,0.213125105727968,Y
752,2023-09-02,533004,10,101010,0.303963035157711,N
753,2023-09-02,425240,40,401010,0.276248808912523,N
754,2023-09-02,424749,40,401010,0.271941701694765,N
755,2023-09-02,EE009,30,301010,0.298682646904302,N
756,2023-09-02,726261,30,301010,0.238262342187885,Y
757,2023-09-02,421342,30,301010,0.410743308950827,N
758,2023-09-02,143451,35,351020,0.277988946877204,N
759,2023-09-02,B03851,50,501010,0.174810628817686,Y
778,2023-09-02,007560,30,301010,0.390124549283929,N
888,2023-09-02,BE11G7,50,502050,0.310962183816352,N
779,2023-09-02,B019M6,30,302020,0.264221822492929,N
781,2023-09-02,405671,30,303020,0.196302836725284,Y
801,2023-09-02,411232,40,405010,0.261760892355286,N
802,2023-09-02,513962,50,502020,0.305902465220485,N
803,2023-09-02,549913,65,651010,0.254053325992119,N
804,2023-09-02,411609,30,301010,0.35859015271647,N
805,2023-09-02,422060,40,401010,0.376317383277036,N
806,2023-09-02,576920,50,501010,0.222135950181647,Y
800,2023-09-02,755087,50,501010,0.18313734291282,Y
807,2023-09-02,EG063,55,552010,0.265880981580817,N
809,2023-09-02,ES0017,10,101010,0.247744361718322,N
810,2023-09-02,471310,40,404010,0.206217663427329,Y
811,2023-09-02,440044,40,401010,0.547330266777723,N
812,2023-09-02,IT002D,50,502040,0.297502038526117,N
